CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
37645268,01/10/2008,09:00:00,,(null),88.0,01/10/2008,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),992899.0,191800.0,18-24,BLACK,M,,40.6931192,-73.96881101,"(40.6931192, -73.96881101)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,F
46756561,05/21/2008,16:30:00,05/21/2008,17:00:00,77.0,05/21/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1001206.0,185219.0,25-44,BLACK,M,,40.675045,-73.938868,"(40.675045, -73.938868)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
55303203,12/24/2008,16:30:00,12/24/2008,18:30:00,88.0,12/24/2008,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),993326.0,188994.0,(null),UNKNOWN,(null),,40.685419,-73.967274,"(40.685419, -73.967274)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,M
39202353,02/17/2008,01:00:00,,(null),73.0,02/17/2008,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,OTHER,N.Y. POLICE DEPT,0,(null),(null),(null),1005724.0,182956.0,(null),(null),(null),,40.668825,-73.922588,"(40.668825, -73.922588)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
38085941,01/22/2008,15:40:00,01/22/2008,15:47:00,69.0,01/22/2008,359,OFFENSES AGAINST PUBLIC ADMINI,750.0,RESISTING ARREST,COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1009538.0,171858.0,(null),(null),(null),,40.63835096,-73.90888428,"(40.63835096, -73.90888428)",PATROL BORO BKLYN SOUTH,(null),(null),UNKNOWN,E
49613648,08/02/2008,22:45:00,,(null),44.0,08/02/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1006134.0,240514.0,(null),(null),(null),,40.826804,-73.920923,"(40.826804, -73.920923)",PATROL BORO BRONX,(null),18-24,BLACK HISPANIC,M
44560496,03/14/2008,17:45:00,,(null),67.0,03/15/2008,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000615.0,170417.0,(null),(null),(null),,40.63441671,-73.94103841,"(40.63441671, -73.94103841)",PATROL BORO BKLYN SOUTH,(null),<18,BLACK,M
54084248,11/12/2008,15:00:00,,(null),44.0,11/14/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1008396.0,244713.0,<18,WHITE HISPANIC,F,,40.83832287,-73.91273754,"(40.83832287, -73.91273754)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,F
51875487,10/02/2008,21:45:00,10/02/2008,23:00:00,46.0,10/03/2008,105,ROBBERY,388.0,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1009028.0,247972.0,18-24,BLACK HISPANIC,M,,40.847268,-73.910441,"(40.847268, -73.910441)",PATROL BORO BRONX,(null),25-44,BLACK HISPANIC,M
47003733,06/05/2008,16:25:00,06/05/2008,16:30:00,32.0,06/05/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1000867.0,237257.0,(null),(null),(null),,40.817876,-73.939965,"(40.817876, -73.939965)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
37814486,01/17/2008,19:00:00,01/17/2008,19:32:00,34.0,01/17/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1005025.0,254060.0,(null),(null),(null),,40.863989,-73.924889,"(40.863989, -73.924889)",PATROL BORO MAN NORTH,(null),<18,BLACK HISPANIC,M
49869359,08/06/2008,08:01:00,08/06/2008,08:33:00,32.0,08/06/2008,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000817.0,240595.0,(null),(null),(null),,40.82703762,-73.94013783,"(40.82703762, -73.94013783)",PATROL BORO MAN NORTH,(null),45-64,WHITE HISPANIC,M
54614348,12/01/2008,08:00:00,,(null),32.0,12/02/2008,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),4595,1001117.0,237710.0,(null),(null),(null),,40.819119,-73.939058,"(40.819119, -73.939058)",PATROL BORO MAN NORTH,(null),45-64,BLACK HISPANIC,F
46807899,05/29/2008,01:00:00,05/29/2008,01:16:00,28.0,05/29/2008,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),638,998486.0,230978.0,(null),(null),(null),,40.800647,-73.94858,"(40.800647, -73.94858)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
50847470,08/29/2008,17:30:00,,(null),67.0,09/06/2008,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,0,(null),(null),(null),998432.0,172434.0,25-44,BLACK,F,,40.639958,-73.948898,"(40.639958, -73.948898)",PATROL BORO BKLYN SOUTH,(null),45-64,BLACK,M
50801974,09/04/2008,06:30:00,09/04/2008,07:00:00,83.0,09/04/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008983.0,188569.0,45-64,WHITE HISPANIC,M,,40.684222,-73.910822,"(40.684222, -73.910822)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE HISPANIC,F
52190763,10/13/2008,00:01:00,10/14/2008,08:00:00,60.0,10/14/2008,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,POLICE DEPT NYC,69,(null),(null),(null),992943.0,153309.0,(null),(null),(null),,40.587471,-73.968699,"(40.587471, -73.968699)",PATROL BORO BKLYN SOUTH,(null),(null),WHITE,M
51605820,09/23/2008,17:45:00,09/23/2008,17:50:00,25.0,09/23/2008,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1001185.0,231635.0,(null),(null),(null),,40.80244423,-73.93883073,"(40.80244423, -73.93883073)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
51822374,09/29/2008,20:32:00,,(null),25.0,09/29/2008,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),1000925.0,230119.0,(null),(null),(null),,40.798286,-73.939772,"(40.798286, -73.939772)",PATROL BORO MAN NORTH,(null),(null),ASIAN / PACIFIC ISLANDER,D
37765504,01/15/2008,22:10:00,01/15/2008,22:20:00,24.0,01/15/2008,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),993774.0,228171.0,18-24,WHITE HISPANIC,M,,40.79295,-73.965603,"(40.79295, -73.965603)",PATROL BORO MAN NORTH,(null),18-24,WHITE HISPANIC,F
46101975,04/30/2008,10:00:00,04/30/2008,11:30:00,63.0,04/30/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,(null),(null),(null),1005861.0,161533.0,(null),(null),(null),,40.610023,-73.922165,"(40.610023, -73.922165)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,F
39509497,02/29/2008,18:25:00,,(null),81.0,02/29/2008,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),450,1005072.0,186682.0,(null),(null),(null),,40.679053,-73.924929,"(40.679053, -73.924929)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
55276235,12/24/2008,15:00:00,12/24/2008,17:00:00,67.0,12/29/2008,109,GRAND LARCENY,405.0,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,BROOKLYN,INSIDE,BANK,N.Y. POLICE DEPT,0,(null),(null),(null),998258.0,176200.0,(null),(null),(null),,40.650294,-73.949518,"(40.650294, -73.949518)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,M
45877473,04/21/2008,23:30:00,04/22/2008,13:00:00,30.0,04/22/2008,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),998166.0,242655.0,(null),(null),(null),,40.8326963,-73.94971251,"(40.8326963, -73.94971251)",PATROL BORO MAN NORTH,(null),25-44,WHITE HISPANIC,M
46344974,05/11/2008,03:00:00,,(null),24.0,05/11/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),993522.0,231344.0,(null),(null),(null),,40.801659,-73.966508,"(40.801659, -73.966508)",PATROL BORO MAN NORTH,(null),18-24,WHITE HISPANIC,M
52586547,10/28/2008,02:15:00,10/28/2008,02:30:00,32.0,10/28/2008,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),741,998922.0,235604.0,(null),(null),(null),,40.813343,-73.946995,"(40.813343, -73.946995)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
54789796,12/06/2008,21:30:00,,(null),44.0,12/08/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008652.0,241755.0,25-44,BLACK,M,,40.830204,-73.91182,"(40.830204, -73.91182)",PATROL BORO BRONX,(null),25-44,BLACK,F
46480767,05/10/2008,15:30:00,05/10/2008,15:35:00,19.0,05/15/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),993885.0,218461.0,(null),(null),(null),,40.766296,-73.965216,"(40.766296, -73.965216)",PATROL BORO MAN NORTH,(null),25-44,BLACK,M
55240356,12/27/2008,13:00:00,12/28/2008,11:15:00,83.0,12/28/2008,359,OFFENSES AGAINST PUBLIC ADMINI,759.0,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005530.0,192651.0,(null),UNKNOWN,(null),,40.695436,-73.92326,"(40.695436, -73.92326)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE HISPANIC,M
44919963,03/29/2008,22:40:00,03/29/2008,22:44:00,61.0,03/29/2008,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000720.0,157686.0,(null),(null),(null),,40.599473,-73.940691,"(40.599473, -73.940691)",PATROL BORO BKLYN SOUTH,(null),(null),UNKNOWN,E
44619182,03/17/2008,00:01:00,03/17/2008,00:15:00,79.0,03/17/2008,347,INTOXICATED & IMPAIRED DRIVING,905.0,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),510,1000630.0,193380.0,(null),(null),(null),,40.697447,-73.940928,"(40.697447, -73.940928)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
48293830,07/11/2008,22:57:00,,(null),40.0,07/11/2008,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),4749,1005855.0,233601.0,(null),(null),(null),,40.807833,-73.921956,"(40.807833, -73.921956)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
46834163,05/29/2008,23:40:00,,(null),73.0,05/30/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1008794.0,178153.0,25-44,UNKNOWN,M,,40.655632,-73.911539,"(40.655632, -73.911539)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE HISPANIC,F
55303150,12/01/2008,05:00:00,12/01/2008,05:30:00,83.0,12/01/2008,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1006074.0,190334.0,(null),(null),(null),,40.68907268,-73.92130567,"(40.68907268, -73.92130567)",PATROL BORO BKLYN NORTH,(null),18-24,BLACK,M
44424596,03/07/2008,17:10:00,03/07/2008,17:14:00,77.0,03/07/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1001200.0,185057.0,(null),(null),(null),,40.6745992,-73.93889391,"(40.6745992, -73.93889391)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
44803299,03/25/2008,14:00:00,03/25/2008,14:15:00,104.0,03/25/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),1008750.0,200753.0,45-64,WHITE,M,,40.717666,-73.911616,"(40.717666, -73.911616)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE,M
48248921,07/09/2008,11:26:00,,(null),40.0,07/09/2008,114,ARSON,263.0,"ARSON 2,3,4",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),845,1005407.0,235915.0,(null),(null),(null),,40.814183,-73.923567,"(40.814183, -73.923567)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
44879885,03/18/2008,16:45:00,,(null),81.0,03/27/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),450,1005749.0,187601.0,(null),BLACK,M,,40.681573,-73.922486,"(40.681573, -73.922486)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
46124602,05/01/2008,20:30:00,,(null),40.0,05/01/2008,113,FORGERY,725.0,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1005990.0,233847.0,(null),(null),(null),,40.808506,-73.921466,"(40.808506, -73.921466)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
39467434,01/23/2008,11:00:00,,(null),44.0,02/26/2008,340,FRAUDS,703.0,"CHECK,BAD",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005276.0,239659.0,45-64,BLACK,M,,40.82446,-73.924026,"(40.82446, -73.924026)",PATROL BORO BRONX,(null),45-64,BLACK,F
45793123,04/18/2008,19:00:00,,(null),73.0,04/18/2008,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1005827.0,184402.0,(null),UNKNOWN,(null),,40.6727913,-73.92221532,"(40.6727913, -73.92221532)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,F
46755684,05/25/2008,20:50:00,,(null),40.0,05/25/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),845,1005407.0,235915.0,25-44,WHITE HISPANIC,M,,40.814183,-73.923567,"(40.814183, -73.923567)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
39368750,02/24/2008,14:10:00,02/24/2008,14:15:00,23.0,02/24/2008,341,PETIT LARCENY,339.0,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),998736.0,227214.0,(null),(null),(null),4.0,40.79031415,-73.94768606,"(40.79031415, -73.94768606)",PATROL BORO MAN NORTH,103 STREET,(null),UNKNOWN,E
48424330,07/17/2008,20:00:00,07/17/2008,21:05:00,63.0,07/17/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005375.0,160624.0,(null),(null),(null),,40.607528,-73.923916,"(40.607528, -73.923916)",PATROL BORO BKLYN SOUTH,(null),45-64,WHITE,F
47188345,06/10/2008,08:00:00,,(null),40.0,06/11/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,REAR OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),850,1009349.0,236355.0,(null),(null),(null),,40.815382,-73.909324,"(40.815382, -73.909324)",PATROL BORO BRONX,(null),65+,BLACK,M
44802170,03/13/2008,07:00:00,,(null),25.0,03/25/2008,341,PETIT LARCENY,301.0,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BANK,N.Y. POLICE DEPT,0,(null),(null),(null),1001351.0,232462.0,(null),(null),(null),,40.804715,-73.938227,"(40.804715, -73.938227)",PATROL BORO MAN NORTH,(null),25-44,WHITE,M
55141427,12/22/2008,16:00:00,12/22/2008,17:30:00,94.0,12/22/2008,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),998614.0,200521.0,(null),(null),(null),,40.71704885,-73.94818366,"(40.71704885, -73.94818366)",PATROL BORO BKLYN NORTH,(null),45-64,WHITE,M
45973761,04/25/2008,21:00:00,04/25/2008,21:10:00,81.0,04/25/2008,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1005474.0,189472.0,(null),(null),(null),,40.68671,-73.923469,"(40.68671, -73.923469)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
46937183,06/03/2008,09:00:00,,(null),40.0,06/03/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1009466.0,234744.0,(null),(null),(null),,40.810959,-73.908906,"(40.810959, -73.908906)",PATROL BORO BRONX,(null),25-44,BLACK,M
55245150,12/28/2008,08:10:00,12/28/2008,08:20:00,46.0,12/28/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1009538.0,248889.0,25-44,WHITE HISPANIC,M,,40.849784,-73.908594,"(40.849784, -73.908594)",PATROL BORO BRONX,(null),25-44,BLACK HISPANIC,F
53823840,11/06/2008,15:45:00,11/06/2008,15:45:00,24.0,11/06/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),994029.0,227703.0,25-44,BLACK,M,,40.79166278,-73.96468394,"(40.79166278, -73.96468394)",PATROL BORO MAN NORTH,(null),25-44,BLACK,F
39201593,02/15/2008,14:20:00,,(null),40.0,02/15/2008,111,POSSESSION OF STOLEN PROPERTY,494.0,"STOLEN PROPERTY 2,1,POSSESSION",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005046.0,234990.0,(null),(null),(null),,40.811645,-73.924872,"(40.811645, -73.924872)",PATROL BORO BRONX,(null),(null),UNKNOWN,D
51115307,09/07/2008,16:15:00,,(null),40.0,09/07/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,(null),STREET,POLICE DEPT NYC,69,(null),(null),(null),1008394.0,232514.0,25-44,WHITE HISPANIC,M,,40.80484009,-73.91278866,"(40.80484009, -73.91278866)",PATROL BORO BRONX,(null),18-24,WHITE HISPANIC,F
51390338,09/15/2008,13:25:00,09/15/2008,13:35:00,24.0,09/15/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,(null),(null),(null),993410.0,229866.0,(null),(null),(null),,40.797601,-73.966916,"(40.797601, -73.966916)",PATROL BORO MAN NORTH,(null),18-24,WHITE HISPANIC,M
52665083,10/27/2008,14:50:00,10/27/2008,17:45:00,79.0,10/31/2008,109,GRAND LARCENY,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,BROOKLYN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,(null),(null),(null),998987.0,186623.0,(null),(null),(null),,40.678903,-73.946868,"(40.678903, -73.946868)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,F
55071550,12/21/2008,10:00:00,12/21/2008,12:15:00,94.0,12/21/2008,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),998247.0,202797.0,(null),(null),(null),,40.723298,-73.949501,"(40.723298, -73.949501)",PATROL BORO BKLYN NORTH,(null),45-64,UNKNOWN,M
49966511,08/10/2008,16:20:00,08/10/2008,16:23:00,23.0,08/10/2008,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),640,998716.0,228765.0,(null),(null),(null),,40.794572,-73.947752,"(40.794572, -73.947752)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
37595116,01/09/2008,10:30:00,01/09/2008,11:00:00,25.0,01/09/2008,105,ROBBERY,382.0,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000995.0,230244.0,(null),UNKNOWN,M,,40.79862668,-73.93952048,"(40.79862668, -73.93952048)",PATROL BORO MAN NORTH,(null),45-64,BLACK HISPANIC,M
51822826,09/30/2008,17:00:00,09/30/2008,17:20:00,46.0,09/30/2008,109,GRAND LARCENY,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1008685.0,248472.0,(null),(null),(null),,40.84863943,-73.91167941,"(40.84863943, -73.91167941)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,F
50847527,09/05/2008,08:00:00,09/05/2008,15:30:00,70.0,09/05/2008,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),993044.0,170597.0,(null),(null),(null),,40.634923,-73.968313,"(40.634923, -73.968313)",PATROL BORO BKLYN SOUTH,(null),45-64,WHITE,M
37765655,01/15/2008,12:15:00,,(null),33.0,01/15/2008,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,(null),(null),(null),1001348.0,246484.0,(null),WHITE HISPANIC,M,,40.843201,-73.938201,"(40.843201, -73.938201)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,D
