CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
39468181,02/20/2008,07:00:00,02/23/2008,08:00:00,88.0,02/23/2008,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),991818.0,191560.0,(null),UNKNOWN,(null),,40.692464,-73.972708,"(40.692464, -73.972708)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE,F
50539499,08/21/2008,22:00:00,08/21/2008,23:00:00,19.0,08/22/2008,109,GRAND LARCENY,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,FRONT OF,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,(null),(null),(null),997152.0,220300.0,(null),(null),(null),,40.771341,-73.953418,"(40.771341, -73.953418)",PATROL BORO MAN NORTH,(null),45-64,WHITE HISPANIC,F
45223390,04/03/2008,03:35:00,04/03/2008,03:50:00,77.0,04/03/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),3360,1004579.0,183837.0,(null),(null),(null),,40.671245,-73.926713,"(40.671245, -73.926713)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
50594658,08/19/2008,09:00:00,,(null),32.0,08/27/2008,341,PETIT LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),999965.0,235630.0,(null),UNKNOWN,(null),,40.813412,-73.943226,"(40.813412, -73.943226)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,M
44451016,03/10/2008,22:00:00,03/10/2008,22:10:00,67.0,03/11/2008,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),999602.0,176145.0,<18,BLACK,M,,40.650142,-73.944674,"(40.650142, -73.944674)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,M
49918184,08/08/2008,01:30:00,08/08/2008,01:34:00,34.0,08/08/2008,355,OFFENSES AGAINST THE PERSON,115.0,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1003778.0,250869.0,(null),(null),(null),,40.855233,-73.929406,"(40.855233, -73.929406)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
55066472,12/21/2008,06:07:00,,(null),78.0,12/21/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),991720.0,183058.0,25-44,BLACK,M,,40.669126,-73.973071,"(40.669126, -73.973071)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,M
55244936,12/27/2008,02:04:00,,(null),23.0,12/27/2008,347,INTOXICATED & IMPAIRED DRIVING,905.0,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),999569.0,227672.0,(null),(null),(null),,40.79156983,-73.94467676,"(40.79156983, -73.94467676)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
47391386,06/19/2008,15:30:00,06/19/2008,16:30:00,61.0,06/20/2008,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),997436.0,159766.0,(null),(null),(null),,40.605188,-73.952509,"(40.605188, -73.952509)",PATROL BORO BKLYN SOUTH,(null),18-24,WHITE HISPANIC,F
45814265,04/19/2008,19:45:00,04/19/2008,19:50:00,83.0,04/19/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1007288.0,190656.0,18-24,WHITE HISPANIC,M,,40.689954,-73.916924,"(40.689954, -73.916924)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE HISPANIC,F
47131410,06/08/2008,11:00:00,06/09/2008,03:00:00,66.0,06/09/2008,107,BURGLARY,223.0,"BURGLARY,RESIDENCE,NIGHT",ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),992077.0,167896.0,(null),(null),(null),,40.627511,-73.971802,"(40.627511, -73.971802)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,M
45672193,04/13/2008,17:00:00,04/14/2008,10:00:00,23.0,04/14/2008,107,BURGLARY,213.0,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,MANHATTAN,INSIDE,VARIETY STORE,N.Y. POLICE DEPT,0,(null),(null),(null),1000021.0,228488.0,(null),UNKNOWN,(null),,40.79381,-73.943041,"(40.79381, -73.943041)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,D
37570315,01/07/2008,02:00:00,01/07/2008,03:00:00,62.0,01/07/2008,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),991683.0,158963.0,(null),UNKNOWN,F,,40.602992,-73.973229,"(40.602992, -73.973229)",PATROL BORO BKLYN SOUTH,(null),(null),UNKNOWN,M
39279048,02/18/2008,19:00:00,02/18/2008,19:04:00,20.0,02/18/2008,343,OTHER OFFENSES RELATED TO THEF,478.0,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,TAXI (YELLOW LICENSED),N.Y. POLICE DEPT,0,(null),(null),(null),992082.0,225119.0,(null),(null),(null),,40.784573,-73.971717,"(40.784573, -73.971717)",PATROL BORO MAN NORTH,(null),45-64,ASIAN / PACIFIC ISLANDER,M
38085513,01/22/2008,21:25:00,,(null),44.0,01/22/2008,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1008313.0,246651.0,(null),(null),(null),,40.84364234,-73.91303054,"(40.84364234, -73.91303054)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
47840977,06/27/2008,15:00:00,06/27/2008,15:22:00,17.0,06/27/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),992666.0,215214.0,(null),(null),(null),,40.757388,-73.969621,"(40.757388, -73.969621)",PATROL BORO MAN SOUTH,(null),45-64,WHITE HISPANIC,M
47365639,06/17/2008,18:25:00,06/17/2008,18:35:00,17.0,06/17/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,PUBLIC BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),992096.0,215232.0,(null),(null),(null),,40.757437,-73.971679,"(40.757437, -73.971679)",PATROL BORO MAN SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,M
41567177,03/01/2008,21:30:00,03/02/2008,08:00:00,32.0,03/03/2008,341,PETIT LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),999965.0,235630.0,(null),(null),(null),,40.813412,-73.943226,"(40.813412, -73.943226)",PATROL BORO MAN NORTH,(null),45-64,BLACK,M
39035871,02/09/2008,20:00:00,02/09/2008,20:30:00,70.0,02/09/2008,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),997597.0,164317.0,(null),(null),(null),,40.617681,-73.951924,"(40.617681, -73.951924)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,F
48550578,07/22/2008,23:00:00,07/22/2008,23:01:00,73.0,07/23/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1008177.0,185606.0,(null),(null),(null),,40.676091,-73.913736,"(40.676091, -73.913736)",PATROL BORO BKLYN NORTH,(null),18-24,BLACK,F
48374887,07/14/2008,10:00:00,,(null),63.0,07/16/2008,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),999726.0,168182.0,25-44,BLACK,F,,40.628285,-73.944245,"(40.628285, -73.944245)",PATROL BORO BKLYN SOUTH,(null),45-64,WHITE,M
46380100,05/11/2008,16:40:00,05/11/2008,16:53:00,77.0,05/11/2008,117,DANGEROUS DRUGS,500.0,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),997760.0,186202.0,(null),(null),(null),,40.677748,-73.951291,"(40.677748, -73.951291)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
45500796,04/10/2008,21:10:00,,(null),46.0,04/10/2008,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. POLICE DEPT,0,(null),(null),(null),1004967.0,247674.0,(null),(null),(null),,40.84646,-73.925119,"(40.84646, -73.925119)",PATROL BORO BRONX,(null),45-64,WHITE HISPANIC,F
46077149,04/28/2008,19:30:00,,(null),44.0,04/28/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1003908.0,243012.0,(null),UNKNOWN,F,,40.833668,-73.928961,"(40.833668, -73.928961)",PATROL BORO BRONX,(null),25-44,BLACK,F
46253724,05/06/2008,06:51:00,05/06/2008,10:22:00,63.0,05/06/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1003706.0,162789.0,(null),(null),(null),,40.613476,-73.929923,"(40.613476, -73.929923)",PATROL BORO BKLYN SOUTH,(null),45-64,WHITE,F
37790411,01/16/2008,20:05:00,01/16/2008,20:08:00,40.0,01/16/2008,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),794,1007096.0,239167.0,(null),(null),(null),,40.823107,-73.917453,"(40.823107, -73.917453)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
54790190,11/11/2008,23:30:00,12/09/2008,06:30:00,67.0,12/09/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1004665.0,178139.0,25-44,BLACK HISPANIC,M,,40.655604,-73.92642,"(40.655604, -73.92642)",PATROL BORO BKLYN SOUTH,(null),45-64,BLACK,F
45634724,04/11/2008,18:22:00,,(null),40.0,04/11/2008,117,DANGEROUS DRUGS,501.0,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1007925.0,234995.0,(null),(null),(null),,40.81165101,-73.914474,"(40.81165101, -73.914474)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
39182496,02/15/2008,01:15:00,02/15/2008,01:30:00,32.0,02/15/2008,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000427.0,234482.0,18-24,BLACK,M,,40.810262,-73.94156,"(40.810262, -73.94156)",PATROL BORO MAN NORTH,(null),45-64,BLACK,M
49938826,08/08/2008,21:50:00,,(null),44.0,08/08/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,(null),OTHER,N.Y. POLICE DEPT,0,(null),(null),(null),1003598.0,241661.0,(null),(null),(null),,40.82995783,-73.93008607,"(40.82995783, -73.93008607)",PATROL BORO BRONX,(null),25-44,BLACK,M
52297173,10/17/2008,16:20:00,10/17/2008,16:25:00,28.0,10/17/2008,105,ROBBERY,361.0,"ROBBERY,BANK",COMPLETED,FELONY,MANHATTAN,INSIDE,BANK,N.Y. POLICE DEPT,0,(null),(null),(null),999788.0,233328.0,18-24,BLACK,F,,40.807094,-73.943873,"(40.807094, -73.943873)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,D
46527413,05/18/2008,01:30:00,,(null),79.0,05/18/2008,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000301.0,192923.0,(null),BLACK,M,,40.696192,-73.942116,"(40.696192, -73.942116)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,F
51116638,09/07/2008,22:30:00,09/07/2008,22:39:00,77.0,09/07/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),999901.0,183190.0,(null),(null),(null),,40.66948,-73.94358,"(40.66948, -73.94358)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
47796904,06/26/2008,11:00:00,,(null),63.0,06/26/2008,359,OFFENSES AGAINST PUBLIC ADMINI,749.0,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BROOKLYN,(null),GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),1008161.0,163507.0,25-44,WHITE,M,,40.61543306,-73.91387535,"(40.61543306, -73.91387535)",PATROL BORO BKLYN SOUTH,(null),(null),UNKNOWN,F
51822535,09/28/2008,18:00:00,,(null),40.0,09/30/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1008140.0,234041.0,(null),BLACK,F,,40.809034,-73.913698,"(40.809034, -73.913698)",PATROL BORO BRONX,(null),(null),BLACK,F
47922530,07/01/2008,00:00:00,,(null),44.0,07/01/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1007714.0,243625.0,25-44,WHITE HISPANIC,M,,40.835339,-73.915206,"(40.835339, -73.915206)",PATROL BORO BRONX,(null),18-24,UNKNOWN,F
54705267,12/06/2008,22:50:00,,(null),17.0,12/06/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,(null),(null),(null),992019.0,212580.0,(null),(null),(null),,40.750158,-73.971958,"(40.750158, -73.971958)",PATROL BORO MAN SOUTH,(null),18-24,WHITE,M
45349325,04/09/2008,12:13:00,,(null),32.0,04/09/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),999666.0,234161.0,(null),(null),(null),,40.809382,-73.944311,"(40.809382, -73.944311)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
46834206,05/28/2008,14:45:00,05/28/2008,14:55:00,77.0,05/29/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),992222.0,187190.0,45-64,WHITE HISPANIC,M,,40.680467,-73.971256,"(40.680467, -73.971256)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,F
48115163,07/07/2008,11:00:00,,(null),79.0,07/07/2008,109,GRAND LARCENY,405.0,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),997243.0,190272.0,(null),(null),(null),,40.688922,-73.953147,"(40.688922, -73.953147)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
54614188,11/20/2008,08:00:00,12/01/2008,18:00:00,19.0,12/02/2008,109,GRAND LARCENY,405.0,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),997914.0,219728.0,(null),(null),(null),,40.769771,-73.950667,"(40.769771, -73.950667)",PATROL BORO MAN NORTH,(null),25-44,WHITE,F
51445677,09/16/2008,23:30:00,,(null),79.0,09/17/2008,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),997953.0,189014.0,(null),(null),(null),,40.68546589,-73.95059155,"(40.68546589, -73.95059155)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,F
50234826,07/29/2008,14:00:00,07/29/2008,19:45:00,70.0,07/29/2008,341,PETIT LARCENY,343.0,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,COLLEGE/UNIVERSITY,N.Y. POLICE DEPT,0,(null),(null),(null),997463.0,168950.0,(null),(null),(null),,40.630397,-73.952396,"(40.630397, -73.952396)",PATROL BORO BKLYN SOUTH,(null),45-64,BLACK,F
45242511,04/05/2008,04:30:00,04/05/2008,04:45:00,34.0,04/05/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1004405.0,253314.0,(null),(null),(null),,40.861941,-73.927134,"(40.861941, -73.927134)",PATROL BORO MAN NORTH,(null),18-24,BLACK HISPANIC,M
54814033,12/10/2008,08:00:00,12/10/2008,20:30:00,26.0,12/11/2008,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),997110.0,235133.0,(null),UNKNOWN,(null),,40.81205215,-73.95354294,"(40.81205215, -73.95354294)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,M
47409581,06/20/2008,20:25:00,06/20/2008,20:40:00,23.0,06/20/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),634,1000086.0,229653.0,(null),(null),(null),,40.797008,-73.942802,"(40.797008, -73.942802)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
47048062,06/06/2008,11:15:00,06/06/2008,15:35:00,44.0,06/06/2008,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,(null),(null),(null),1008081.0,242691.0,(null),(null),(null),,40.832775,-73.91388,"(40.832775, -73.91388)",PATROL BORO BRONX,(null),25-44,BLACK,F
48423572,07/08/2008,11:10:00,,(null),18.0,07/17/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),991906.0,217000.0,(null),(null),(null),,40.76228796,-73.97236318,"(40.76228796, -73.97236318)",PATROL BORO MAN SOUTH,(null),(null),WHITE,F
51499572,09/18/2008,12:40:00,09/18/2008,12:45:00,40.0,09/18/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,0,(null),(null),(null),1004433.0,235412.0,18-24,BLACK HISPANIC,M,,40.812805,-73.927085,"(40.812805, -73.927085)",PATROL BORO BRONX,(null),18-24,WHITE HISPANIC,F
46052175,04/29/2008,10:40:00,,(null),26.0,04/29/2008,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),730,997083.0,236928.0,(null),(null),(null),,40.81698,-73.953637,"(40.81698, -73.953637)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
38924452,02/05/2008,14:10:00,,(null),79.0,02/05/2008,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,PARKING LOT/GARAGE (PRIVATE),N.Y. POLICE DEPT,0,(null),(null),(null),997377.0,191112.0,(null),(null),(null),,40.691225,-73.952662,"(40.691225, -73.952662)",PATROL BORO BKLYN NORTH,(null),45-64,WHITE HISPANIC,M
39301843,02/21/2008,05:00:00,02/21/2008,08:00:00,24.0,02/21/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,0,(null),(null),(null),992509.0,230062.0,(null),UNKNOWN,(null),,40.798141,-73.970169,"(40.798141, -73.970169)",PATROL BORO MAN NORTH,(null),18-24,ASIAN / PACIFIC ISLANDER,F
54349118,11/22/2008,14:00:00,11/22/2008,14:07:00,71.0,11/22/2008,109,GRAND LARCENY,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),998066.0,178525.0,<18,BLACK,M,,40.656678,-73.950203,"(40.656678, -73.950203)",PATROL BORO BKLYN SOUTH,(null),(null),UNKNOWN,D
233475359,09/08/2021,21:00:00,,(null),43.0,09/08/2021,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),1026201.0,238332.0,UNKNOWN,BLACK,F,,40.820743,-73.848431,"(40.820743, -73.848431)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,D
51542563,09/20/2008,00:31:00,,(null),44.0,09/20/2008,678,MISCELLANEOUS PENAL LAW,566.0,"MARIJUANA, POSSESSION",COMPLETED,VIOLATION,BRONX,(null),PARK/PLAYGROUND,N.Y. POLICE DEPT,0,(null),(null),(null),1004901.0,242635.0,(null),(null),(null),,40.83262823,-73.92537469,"(40.83262823, -73.92537469)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
48424536,07/18/2008,13:36:00,,(null),73.0,07/18/2008,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008245.0,183796.0,(null),(null),(null),,40.6711300016904,-73.9135020552048,"(40.6711300016904, -73.9135020552048)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,M
47430655,06/21/2008,17:50:00,06/21/2008,18:00:00,34.0,06/21/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1004545.0,255239.0,18-24,WHITE HISPANIC,M,,40.867224,-73.926622,"(40.867224, -73.926622)",PATROL BORO MAN NORTH,(null),18-24,WHITE HISPANIC,F
38821090,02/02/2008,05:00:00,02/02/2008,05:24:00,19.0,02/02/2008,347,INTOXICATED & IMPAIRED DRIVING,905.0,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),998629.0,221493.0,(null),(null),(null),,40.7746117,-73.94808472,"(40.7746117, -73.94808472)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
38839527,01/22/2008,00:01:00,01/26/2008,00:01:00,70.0,02/03/2008,116,SEX CRIMES,179.0,AGGRAVATED SEXUAL ASBUSE,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),991549.0,169019.0,<18,BLACK,M,,40.6305998504358,-73.9737053160275,"(40.6305998504358, -73.9737053160275)",PATROL BORO BKLYN SOUTH,(null),<18,BLACK,F
51921540,10/05/2008,00:24:00,10/05/2008,02:50:00,66.0,10/05/2008,109,GRAND LARCENY,415.0,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),991470.0,162985.0,(null),UNKNOWN,(null),34.0,40.6140296,-73.97399495,"(40.6140296, -73.97399495)",PATROL BORO BKLYN SOUTH,"AVENUE ""N""",45-64,WHITE,M
44828709,03/25/2008,19:47:00,,(null),26.0,03/25/2008,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),730,997083.0,236928.0,(null),(null),(null),,40.81698,-73.953637,"(40.81698, -73.953637)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
